arm,battery,prompt_id,try,leg_index,leg_type,leg_attempt,success,end_reason,timesteps,llm_calls,tokens_in,tokens_out,wall_s,halts_refused,halt_forced,errors,actor_in,actor_out,actor_calls,semantic_in,semantic_out,semantic_calls,episodic_in,episodic_out,episodic_calls,perception_in,perception_out,perception_calls,guard_in,guard_out,guard_calls,findings_in,findings_out,findings_calls,resolver_in,resolver_out,resolver_calls,decomposer_in,decomposer_out,decomposer_calls,responder_in,responder_out,responder_calls
a6-4,20260730_102443_context-ablation-a6-4,medium_03,try03,1,pickup,1,1,halt_granted,5,21,135965,3900,280.9,0,0,0,46351,879,4,60145,869,5,18970,1389,4,4404,504,4,6095,259,6,0,0,0,0,0,0,0,0,0,0,0,0
a6-4,20260730_102443_context-ablation-a6-4,medium_03,try03,2,checkout,1,1,halt_granted,7,21,324326,11872,1221.5,0,0,0,90509,1652,6,93508,1196,7,39401,2006,6,100908,7018,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_01,try02,0,pickup,1,1,halt_granted,6,19,152590,6239,517.8,0,0,0,57860,1025,5,65849,1032,6,20212,1545,5,7656,2582,7,1013,55,1,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_01,try02,1,pickup,1,1,halt_granted,9,37,302067,8792,546.5,0,0,0,126548,1938,8,112797,1535,9,41519,3057,8,11074,1834,10,10129,428,10,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_01,try02,2,inspect,1,1,halt_granted,3,36,111197,3578,407.1,0,0,0,21371,503,2,42783,560,3,9512,589,2,0,0,0,37531,1926,27,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_01,try02,3,checkout,1,1,halt_granted,4,12,148259,5283,604.5,0,0,0,37711,806,3,59332,894,4,18648,1145,3,32568,2438,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_02,try01,0,pickup,1,1,halt_granted,15,47,519012,16281,1084.7,1,0,0,261944,2607,13,168692,2306,15,64512,4138,13,21842,7043,20,2022,187,2,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_02,try01,1,pickup,1,0,halt_forced,12,51,330394,8794,629.9,3,1,0,104335,1816,7,155937,2092,12,36164,2317,7,18787,1559,17,15171,1010,15,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_02,try01,2,pickup,2,0,halt_forced,16,70,665528,18243,1185.5,3,1,0,313468,3205,13,229219,3432,16,86189,4555,13,14410,5582,13,22242,1469,22,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_03,try01,0,goto,1,1,halt_granted,2,6,29970,966,127.1,0,0,0,6993,226,1,21497,445,2,1480,295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_03,try01,1,inspect,1,1,halt_granted,1,4,13067,387,18.7,0,0,0,0,0,0,11667,291,1,0,0,0,0,0,0,1400,96,1,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_03,try02,0,goto,1,1,halt_granted,2,6,29620,774,149.8,0,0,0,6832,201,1,21494,310,2,1294,263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_03,try02,1,inspect,1,1,halt_granted,2,7,36615,1888,65.4,0,0,0,7548,307,1,23295,369,2,2116,273,1,2260,858,2,1396,81,1,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_03,try02,2,pickup,1,1,halt_granted,28,105,1547575,22936,1703.4,2,0,0,965542,6176,25,375606,5064,28,163532,7924,25,21567,2078,19,21328,1694,21,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_03,try02,3,checkout,1,1,halt_granted,3,9,123847,5656,842.4,0,0,0,23218,503,2,45846,1413,3,11359,554,2,43424,3186,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_03,try03,0,goto,1,1,halt_granted,2,6,29691,870,141.0,0,0,0,6900,228,1,21402,383,2,1389,259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_03,try03,1,pickup,1,1,halt_granted,9,33,302565,7958,520.0,0,0,0,131161,1797,8,109383,1551,9,44624,2436,8,11288,1896,10,6109,278,6,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_03,try03,2,checkout,1,1,halt_granted,3,9,115028,6321,774.1,0,0,0,20063,520,2,40044,1861,3,8221,564,2,46700,3376,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_04,try01,0,pickup,1,1,halt_granted,8,26,203580,7281,214.6,1,0,0,77581,1264,6,87866,1222,8,27225,1786,6,8880,2877,8,2028,132,2,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_04,try02,0,pickup,1,1,halt_granted,7,22,192719,7631,259.8,0,0,0,77744,1400,6,76565,1154,7,27495,1807,6,9901,3198,9,1014,72,1,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_04,try03,0,pickup,1,1,halt_granted,8,26,204407,7655,319.6,1,0,0,77418,1274,6,87908,1289,8,27122,1733,6,9931,3223,9,2028,136,2,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_05,try01,0,goto,1,1,halt_granted,2,6,31766,928,149.4,0,0,0,6840,254,1,21373,323,2,1355,259,1,2198,92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_05,try01,1,inspect,1,1,halt_granted,1,4,12949,214,13.4,0,0,0,0,0,0,11554,156,1,0,0,0,0,0,0,1395,58,1,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_05,try01,2,inspect,1,1,halt_granted,1,4,13703,286,18.6,0,0,0,0,0,0,12285,199,1,0,0,0,0,0,0,1418,87,1,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_05,try02,0,inspect,1,0,time_cap,35,105,2143879,30641,2464.1,0,0,0,1523873,9246,35,437630,8251,35,179205,13123,35,3171,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_05,try02,1,inspect,2,0,time_cap,34,102,2189934,28868,2408.5,0,0,0,1454821,9109,34,531810,7925,34,173333,11645,34,29970,189,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_05,try03,0,inspect,1,0,time_cap,34,102,2104177,32507,2432.8,0,0,0,1494425,9593,34,426173,9666,34,183579,13248,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_05,try03,1,inspect,2,0,time_cap,35,105,2278116,30310,2445.8,0,0,0,1537961,10119,35,548399,7590,35,180425,12531,35,11331,70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_06,try01,0,inspect,1,0,time_cap,45,135,3178380,34764,2416.6,0,0,0,2388378,11287,45,569924,9215,45,217838,14248,45,2240,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_06,try01,1,inspect,2,0,time_cap,36,108,2394280,29551,2423.4,0,0,0,1609541,10427,36,570816,6795,36,182368,12133,36,31555,196,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_06,try02,0,inspect,1,0,time_cap,34,102,2048470,30036,2417.6,0,0,0,1452219,9519,34,418425,6868,34,176706,13642,34,1120,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_06,try02,1,inspect,2,0,time_cap,37,111,2468927,34304,2429.1,0,0,0,1710351,12483,37,557049,7392,37,195986,13664,37,5541,765,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_07,try01,0,pickup,1,1,halt_granted,5,16,118330,4813,223.5,0,0,0,42306,983,4,54422,799,5,15029,1178,4,5557,1804,5,1016,49,1,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_08,try01,0,inspect,1,0,time_cap,32,96,1894579,34299,2405.5,0,0,0,1317283,10496,32,388254,6632,32,173404,12895,32,15638,4276,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_08,try01,1,inspect,2,0,time_cap,42,126,3007724,40195,2413.2,0,0,0,2149303,11298,42,632828,9578,42,214455,15055,42,11138,4264,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_08,try02,0,inspect,1,0,time_cap,31,93,1785275,43422,2408.5,0,0,0,1205146,7475,31,373346,7075,31,155353,10854,31,51430,18018,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_08,try02,1,inspect,2,0,time_cap,48,144,3714584,44479,2449.6,0,0,0,2721154,12070,48,727628,9422,48,239467,17079,48,26335,5908,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_08,try03,0,inspect,1,0,time_cap,33,99,1995654,32312,2461.4,0,0,0,1394963,9483,33,406548,7090,33,176268,12477,33,17875,3262,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_08,try03,1,inspect,2,0,time_cap,42,126,2995237,36568,2437.1,0,0,0,2129801,9328,42,646771,8967,42,214245,17213,42,4420,1060,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_09,try01,0,pickup,1,1,halt_granted,5,16,117984,4670,396.2,0,0,0,42550,890,4,54817,821,5,15180,1261,4,4420,1650,4,1017,48,1,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_09,try01,1,checkout,1,1,halt_granted,3,9,91953,3722,762.4,0,0,0,18194,517,2,35926,484,3,6349,590,2,31484,2131,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_09,try01,2,pickup,1,1,halt_granted,5,16,143292,4043,327.5,0,0,0,50069,817,4,66308,792,5,22626,1205,4,3276,1178,3,1013,51,1,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_09,try01,3,checkout,1,1,halt_granted,3,9,107393,4054,552.4,0,0,0,21918,513,2,42838,516,3,10069,665,2,32568,2360,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_09,try01,4,pickup,1,1,halt_granted,8,26,304655,7693,786.3,0,0,0,122150,1348,7,124828,1459,8,46934,2224,7,8714,2559,8,2029,103,2,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_09,try01,5,checkout,1,1,halt_granted,3,9,117826,3616,438.0,0,0,0,25269,452,2,49882,487,3,13359,597,2,29316,2080,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_09,try02,0,pickup,1,1,halt_granted,5,16,117395,4454,489.6,0,0,0,42332,819,4,54767,773,5,14891,1209,4,4388,1615,4,1017,38,1,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_09,try02,1,checkout,1,1,halt_granted,3,9,90891,3727,530.7,0,0,0,17872,530,2,35495,494,3,6040,569,2,31484,2134,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_09,try02,2,pickup,1,1,halt_granted,5,16,140978,4319,404.4,0,0,0,49381,840,4,65333,870,5,21961,1350,4,3290,1212,3,1013,47,1,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_09,try02,3,checkout,1,1,halt_granted,3,9,106539,4109,708.8,0,0,0,21613,573,2,42534,509,3,9824,630,2,32568,2397,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_09,try02,4,pickup,1,1,halt_granted,5,16,171194,6067,405.6,0,0,0,55033,885,4,77579,878,5,27658,1361,4,9904,2892,9,1020,51,1,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_09,try02,5,checkout,1,1,halt_granted,3,9,118687,3701,474.5,0,0,0,25358,499,2,49434,482,3,13495,596,2,30400,2124,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_10,try02,0,pickup,1,1,halt_granted,8,25,230017,7886,740.7,0,0,0,94697,1594,7,88280,1256,8,30622,2154,7,15402,2825,14,1016,57,1,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_10,try02,1,pickup,1,1,halt_granted,5,21,143495,5876,463.1,0,0,0,47159,961,4,62658,887,5,19860,1297,4,7730,2438,7,6088,293,6,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_10,try02,2,inspect,1,0,halt_forced,5,46,149256,5396,542.2,3,1,0,21101,492,2,71309,1538,5,9231,629,2,0,0,0,47615,2737,31,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_10,try02,3,inspect,2,0,halt_forced,8,113,351436,14773,1011.2,3,1,0,75789,1691,5,118983,4721,8,36353,1787,5,0,0,0,120311,6574,89,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_10,try03,0,pickup,1,1,halt_granted,8,25,219493,7264,601.2,0,0,0,93912,1361,7,88265,1396,8,29748,2186,7,6555,2260,6,1013,61,1,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_10,try03,1,pickup,1,1,halt_granted,6,25,180772,6434,587.5,0,0,0,62186,1049,5,74636,1041,6,23695,1441,5,13170,2568,12,7085,335,7,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_10,try03,2,inspect,1,1,halt_granted,3,61,141036,6577,461.5,0,0,0,20933,950,2,42172,746,3,9521,672,2,0,0,0,68410,4209,52,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_11,try01,0,inspect,1,0,time_cap,27,81,1447826,30545,2487.1,0,0,0,958628,8062,27,326703,6311,27,140040,9762,27,22455,6410,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_11,try01,1,inspect,2,0,time_cap,39,117,2619626,34644,2450.6,0,0,0,1854622,10908,39,561986,6793,39,195219,13882,39,7799,3061,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_11,try02,0,goto,1,1,halt_granted,2,6,29709,913,112.6,0,0,0,6859,231,1,21499,417,2,1351,265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_11,try02,1,inspect,1,1,halt_granted,5,16,128103,3794,324.0,0,0,0,43819,1032,4,60727,1165,5,16591,1298,4,5559,222,5,1407,77,1,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_11,try02,2,pickup,1,1,halt_granted,5,16,144721,3531,262.6,0,0,0,48653,949,4,65889,803,5,21342,1386,4,7811,329,7,1026,64,1,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_11,try03,0,goto,1,1,halt_granted,2,6,29669,957,50.1,0,0,0,6854,239,1,21461,411,2,1354,307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_11,try03,1,inspect,1,1,halt_granted,31,96,1707586,33740,1376.7,2,0,0,1072427,8400,28,409888,8425,31,155050,10557,28,66000,6036,59,4221,322,3,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_11,try03,2,pickup,1,1,halt_granted,19,61,859080,19136,1216.1,2,0,0,423287,3474,16,298592,3259,19,95754,5499,16,37361,6617,34,4086,287,4,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_12,try01,0,goto,1,1,halt_granted,2,6,29732,951,84.0,0,0,0,6863,227,1,21518,414,2,1351,310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_12,try01,1,inspect,1,0,halt_forced,14,45,461249,12005,596.0,3,1,0,205445,3163,11,174984,2750,14,55033,3948,11,21590,1902,19,4197,242,3,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_12,try01,2,inspect,2,0,halt_forced,18,57,706492,19289,1199.1,3,1,0,347335,4139,15,245603,5508,18,76996,5159,15,32369,4185,29,4189,298,3,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_12,try02,0,goto,1,1,halt_granted,2,6,29695,897,66.8,0,0,0,6864,215,1,21491,409,2,1340,273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_12,try02,1,inspect,1,1,halt_granted,10,32,299717,9792,421.2,1,0,0,124519,2074,8,122316,3242,10,39999,2538,8,10073,1788,9,2810,150,2,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_12,try02,2,pickup,1,1,halt_granted,5,16,147102,3411,299.4,0,0,0,49462,918,4,67853,869,5,22120,1277,4,6651,279,6,1016,68,1,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_13,try02,0,goto,1,1,halt_granted,2,6,29649,941,104.8,0,0,0,6849,271,1,21419,408,2,1381,262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_13,try02,1,inspect,1,0,time_cap,49,147,3909015,43646,2451.5,0,0,0,2953855,15022,49,690662,11394,49,259884,17162,49,4614,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_13,try02,2,inspect,2,0,time_cap,43,129,3384004,39930,2438.7,0,0,0,2354871,13364,43,777837,9025,43,235468,16885,43,15828,656,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_13,try03,0,goto,1,1,halt_granted,2,6,29518,861,116.9,0,0,0,6820,241,1,21376,379,2,1322,241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_13,try03,1,goto,1,1,halt_granted,2,6,32974,869,98.4,0,0,0,7641,228,1,23203,368,2,2130,273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_13,try03,2,inspect,1,0,time_cap,37,111,2599336,42638,2413.3,0,0,0,1841619,14534,37,526227,8545,37,217568,14767,37,13922,4792,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_13,try03,3,inspect,2,0,time_cap,28,84,1733403,35927,2462.0,1,0,0,1047827,10044,27,486508,6469,28,163661,12849,27,35407,6565,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_15,try01,0,goto,1,1,halt_granted,2,6,29438,919,107.0,0,0,0,6789,241,1,21358,390,2,1291,288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_15,try01,1,compare,1,0,halt_forced,3,9,34765,777,43.4,3,1,0,0,0,0,34765,777,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_15,try01,2,compare,2,0,halt_forced,3,9,35479,771,39.7,3,1,0,0,0,0,35479,771,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_15,try02,0,goto,1,1,halt_granted,2,6,29413,840,46.8,0,0,0,6784,226,1,21358,333,2,1271,281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_15,try02,1,inspect,1,1,halt_granted,1,4,12911,331,17.3,0,0,0,0,0,0,11511,270,1,0,0,0,0,0,0,1400,61,1,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_15,try03,0,goto,1,1,halt_granted,2,6,29505,937,49.2,0,0,0,6810,253,1,21371,388,2,1324,296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_15,try03,1,inspect,1,1,halt_granted,3,10,59398,1913,73.1,0,0,0,17244,619,2,35251,634,3,5501,580,2,0,0,0,1402,80,1,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_17,try02,0,goto,1,1,halt_granted,2,6,29772,952,175.3,0,0,0,6937,207,1,21430,479,2,1405,266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_17,try02,1,compare,1,0,halt_forced,9,34,237126,5999,354.3,3,1,0,83315,1353,6,110502,1686,9,31162,1850,6,3344,559,3,8803,551,7,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_17,try02,2,compare,2,0,halt_forced,3,9,37584,626,38.3,3,1,0,0,0,0,37584,626,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_17,try03,0,goto,1,1,halt_granted,2,6,29553,867,150.2,0,0,0,6826,210,1,21430,371,2,1297,286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_17,try03,1,compare,1,0,halt_forced,4,12,58431,1726,69.6,3,1,0,7467,273,1,46727,751,4,2001,296,1,2236,406,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_17,try03,2,compare,2,0,halt_forced,3,9,35504,562,27.1,3,1,0,0,0,0,35504,562,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_18,try01,0,goto,1,1,halt_granted,2,6,29664,937,80.7,0,0,0,6857,210,1,21479,464,2,1328,263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_18,try01,1,compare,1,0,halt_forced,7,21,155416,5341,401.7,3,1,0,45358,887,4,84307,1403,7,17985,1204,4,7766,1847,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_18,try01,2,compare,2,0,halt_forced,3,9,36927,629,51.4,3,1,0,0,0,0,36927,629,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_18,try02,0,goto,1,1,halt_granted,2,6,29612,894,93.8,0,0,0,6846,225,1,21434,388,2,1332,281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_18,try02,1,compare,1,0,halt_forced,4,12,60894,1341,105.8,3,1,0,7680,292,1,47612,653,4,2233,267,1,3369,129,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard-baseline,20260730_205702_context-ablation-hard-baseline,hard_18,try02,2,compare,2,0,halt_forced,3,9,36178,530,51.8,3,1,0,0,0,0,36178,530,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
